FID,Province,WeekEnding,TotalCases,WeeklyCases,TotalDeaths,WeeklyDeaths,TotalHospitalized,WeeklyHospitalized,TotalICU,WeeklyICU
1,NT,2020/06/26 03:59:59+00,5,0,0,0,,,,
2,NU,2020/06/26 03:59:59+00,0,0,0,0,,,,
3,ON,2020/06/26 03:59:59+00,34316,1221,2644,80,256,-75,61,-21
4,PE,2020/06/26 03:59:59+00,27,0,0,0,0,0,0,0
5,QC,2020/06/26 03:59:59+00,55079,529,5448,73,487,-87,50,-12
6,SK,2020/06/26 03:59:59+00,772,56,13,0,9,5,1,0
7,YT,2020/06/26 03:59:59+00,11,0,0,0,,,,
8,CA,2020/06/26 03:59:59+00,102794,2167,8508,162,810,-153,126,-33
9,AB,2020/07/03 03:59:59+00,8259,371,155,1,42,5,9,1
10,BC,2020/07/03 03:59:59+00,2947,69,177,3,19,2,2,-3
11,MB,2020/07/03 03:59:59+00,325,7,7,0,0,0,0,0
12,NB,2020/07/03 03:59:59+00,165,0,2,0,1,-1,1,0
13,NL,2020/07/03 03:59:59+00,261,0,3,0,0,0,,
14,NS,2020/07/03 03:59:59+00,1064,3,63,0,2,0,0,0
15,NT,2020/07/03 03:59:59+00,5,0,0,0,,,,
16,NU,2020/07/03 03:59:59+00,0,0,0,0,,,,
17,ON,2020/07/03 03:59:59+00,35535,1219,2682,38,155,-101,40,-21
18,PE,2020/07/03 03:59:59+00,27,0,0,0,0,0,0,0
19,QC,2020/07/03 03:59:59+00,55682,603,5560,112,392,-95,31,-19
20,SK,2020/07/03 03:59:59+00,796,24,14,1,4,-5,3,2
21,YT,2020/07/03 03:59:59+00,11,0,0,0,,,,
22,CA,2020/07/03 03:59:59+00,105090,2296,8663,155,615,-195,86,-40
23,AB,2020/07/10 03:59:59+00,8596,337,160,5,50,8,9,0
24,BC,2020/07/10 03:59:59+00,3053,106,187,10,16,-3,5,3
25,MB,2020/07/10 03:59:59+00,325,0,7,0,0,0,0,0
26,NB,2020/07/10 03:59:59+00,166,1,2,0,0,-1,0,-1
27,NL,2020/07/10 03:59:59+00,262,1,3,0,0,0,,
28,NS,2020/07/10 03:59:59+00,1066,2,63,0,1,-1,0,0
29,NT,2020/07/10 03:59:59+00,5,0,0,0,,,,
30,NU,2020/07/10 03:59:59+00,0,0,0,0,,,,
31,ON,2020/07/10 03:59:59+00,36464,929,2710,28,117,-38,34,-6
32,PE,2020/07/10 03:59:59+00,33,6,0,0,0,0,0,0
33,QC,2020/07/10 03:59:59+00,56316,634,5612,52,317,-75,24,-7
34,SK,2020/07/10 03:59:59+00,815,19,15,1,4,0,1,-2
35,YT,2020/07/10 03:59:59+00,11,0,0,0,,,,
36,CA,2020/07/10 03:59:59+00,107125,2035,8759,96,505,-110,73,-13
37,AB,2020/07/17 03:59:59+00,9219,623,167,7,68,18,13,4
38,BC,2020/07/17 03:59:59+00,3198,145,189,2,18,2,2,-3
39,MB,2020/07/17 03:59:59+00,336,11,7,0,0,0,0,0
40,NB,2020/07/17 03:59:59+00,168,2,2,0,0,0,0,0
41,NL,2020/07/17 03:59:59+00,262,0,3,0,0,0,,
42,NS,2020/07/17 03:59:59+00,1067,1,63,0,0,-1,0,0
43,NT,2020/07/17 03:59:59+00,5,0,0,0,,,,
44,NU,2020/07/17 03:59:59+00,0,0,0,0,,,,
45,ON,2020/07/17 03:59:59+00,37274,810,2746,36,108,-9,30,-4
46,PE,2020/07/17 03:59:59+00,36,3,0,0,0,0,0,0
47,QC,2020/07/17 03:59:59+00,57142,826,5647,35,260,-57,16,-8
48,SK,2020/07/17 03:59:59+00,936,121,15,0,12,8,1,0
49,YT,2020/07/17 03:59:59+00,13,2,0,0,,,,
50,CA,2020/07/17 03:59:59+00,109669,2544,8839,80,466,-39,62,-11
51,AB,2020/01/31 05:00:00+00,0,0,0,0,,,,
52,BC,2020/01/31 05:00:00+00,1,1,0,0,,,,
53,MB,2020/01/31 05:00:00+00,0,0,0,0,,,,
54,NB,2020/01/31 05:00:00+00,0,0,0,0,,,,
55,NL,2020/01/31 05:00:00+00,0,0,0,0,,,,
56,NS,2020/01/31 05:00:00+00,0,0,0,0,,,,
57,NT,2020/01/31 05:00:00+00,0,0,0,0,,,,
58,NU,2020/01/31 05:00:00+00,0,0,0,0,,,,
59,ON,2020/01/31 05:00:00+00,3,3,0,0,,,,
60,PE,2020/01/31 05:00:00+00,0,0,0,0,,,,
61,QC,2020/01/31 05:00:00+00,0,0,0,0,,,,
62,SK,2020/01/31 05:00:00+00,0,0,0,0,,,,
63,YT,2020/01/31 05:00:00+00,0,0,0,0,,,,
64,CA,2020/01/31 05:00:00+00,4,4,0,0,,,,
65,AB,2020/02/07 05:00:00+00,0,0,0,0,,,,
66,BC,2020/02/07 05:00:00+00,4,3,0,0,,,,
67,MB,2020/02/07 05:00:00+00,0,0,0,0,,,,
68,NB,2020/02/07 05:00:00+00,0,0,0,0,,,,
69,NL,2020/02/07 05:00:00+00,0,0,0,0,,,,
70,NS,2020/02/07 05:00:00+00,0,0,0,0,,,,
71,NT,2020/02/07 05:00:00+00,0,0,0,0,,,,
72,NU,2020/02/07 05:00:00+00,0,0,0,0,,,,
73,ON,2020/02/07 05:00:00+00,3,0,0,0,,,,
74,PE,2020/02/07 05:00:00+00,0,0,0,0,,,,
75,QC,2020/02/07 05:00:00+00,0,0,0,0,,,,
76,SK,2020/02/07 05:00:00+00,0,0,0,0,,,,
77,YT,2020/02/07 05:00:00+00,0,0,0,0,,,,
78,CA,2020/02/07 05:00:00+00,7,3,0,0,,,,
79,AB,2020/02/14 05:00:00+00,0,0,0,0,,,,
80,BC,2020/02/14 05:00:00+00,5,1,0,0,,,,
81,MB,2020/02/14 05:00:00+00,0,0,0,0,,,,
82,NB,2020/02/14 05:00:00+00,0,0,0,0,,,,
83,NL,2020/02/14 05:00:00+00,0,0,0,0,,,,
84,NS,2020/02/14 05:00:00+00,0,0,0,0,,,,
85,NT,2020/02/14 05:00:00+00,0,0,0,0,,,,
86,NU,2020/02/14 05:00:00+00,0,0,0,0,,,,
87,ON,2020/02/14 05:00:00+00,3,0,0,0,,,,
88,PE,2020/02/14 05:00:00+00,0,0,0,0,,,,
89,QC,2020/02/14 05:00:00+00,0,0,0,0,,,,
90,SK,2020/02/14 05:00:00+00,0,0,0,0,,,,
91,YT,2020/02/14 05:00:00+00,0,0,0,0,,,,
92,CA,2020/02/14 05:00:00+00,8,1,0,0,,,,
93,AB,2020/02/21 05:00:00+00,0,0,0,0,,,,
94,BC,2020/02/21 05:00:00+00,6,1,0,0,,,,
95,MB,2020/02/21 05:00:00+00,0,0,0,0,,,,
96,NB,2020/02/21 05:00:00+00,0,0,0,0,,,,
97,NL,2020/02/21 05:00:00+00,0,0,0,0,,,,
98,NS,2020/02/21 05:00:00+00,0,0,0,0,,,,
99,NT,2020/02/21 05:00:00+00,0,0,0,0,,,,
100,NU,2020/02/21 05:00:00+00,0,0,0,0,,,,
101,NL,2020/05/08 03:59:59+00,261,2,3,0,4,0,,
102,NS,2020/05/08 03:59:59+00,1008,49,46,17,5,-5,2,-1
103,NT,2020/05/08 03:59:59+00,5,0,0,0,,,,
104,NU,2020/05/08 03:59:59+00,0,-1,0,0,,,,
105,ON,2020/05/08 03:59:59+00,19598,2990,1540,419,1028,11,213,-12
106,PE,2020/05/08 03:59:59+00,27,0,0,0,0,0,0,0
107,QC,2020/05/08 03:59:59+00,36150,7502,2725,703,1827,111,207,-11
108,SK,2020/05/08 03:59:59+00,544,129,6,0,19,12,4,1
109,YT,2020/05/08 03:59:59+00,11,0,0,0,,,,
110,CA,2020/05/08 03:59:59+00,66434,11373,4569,1178,3041,117,465,-31
111,AB,2020/05/15 03:59:59+00,6515,417,125,10,62,-18,9,-8
112,BC,2020/05/15 03:59:59+00,2407,92,140,13,51,-22,12,-8
113,MB,2020/05/15 03:59:59+00,289,5,7,0,3,-2,1,1
114,NB,2020/05/15 03:59:59+00,120,0,0,0,0,0,0,0
115,NL,2020/05/15 03:59:59+00,260,-1,3,0,3,-1,,
116,NS,2020/05/15 03:59:59+00,1034,26,55,9,9,4,5,3
117,NT,2020/05/15 03:59:59+00,5,0,0,0,,,,
118,NU,2020/05/15 03:59:59+00,0,0,0,0,,,,
119,ON,2020/05/15 03:59:59+00,21922,2324,1825,285,986,-42,179,-34
120,PE,2020/05/15 03:59:59+00,27,0,0,0,0,0,0,0
121,QC,2020/05/15 03:59:59+00,41420,5270,3401,676,1822,-5,191,-16
122,SK,2020/05/15 03:59:59+00,590,46,6,0,10,-9,3,-1
123,YT,2020/05/15 03:59:59+00,11,0,0,0,,,,
124,CA,2020/05/15 03:59:59+00,74613,8179,5562,993,2946,-95,401,-64
125,AB,2020/05/22 03:59:59+00,6800,285,134,9,54,-8,6,-3
126,BC,2020/05/22 03:59:59+00,2507,100,155,15,41,-10,8,-4
127,MB,2020/05/22 03:59:59+00,292,3,7,0,1,-2,0,-1
128,NB,2020/05/22 03:59:59+00,121,1,0,0,0,0,0,0
129,NL,2020/05/22 03:59:59+00,260,0,3,0,3,0,,
130,NS,2020/05/22 03:59:59+00,1048,14,58,3,8,-1,4,-1
131,NT,2020/05/22 03:59:59+00,5,0,0,0,,,,
132,NU,2020/05/22 03:59:59+00,0,0,0,0,,,,
133,ON,2020/05/22 03:59:59+00,24628,2706,2021,196,961,-25,153,-26
134,PE,2020/05/22 03:59:59+00,27,0,0,0,0,0,0,0
135,QC,2020/05/22 03:59:59+00,46141,4721,3865,464,1479,-343,171,-20
136,SK,2020/05/22 03:59:59+00,627,37,7,1,5,-5,3,0
137,YT,2020/05/22 03:59:59+00,11,0,0,0,,,,
138,CA,2020/05/22 03:59:59+00,82480,7867,6250,628,2552,-394,346,-55
139,AB,2020/05/29 03:59:59+00,6979,179,143,9,55,1,4,-2
140,BC,2020/05/29 03:59:59+00,2562,55,164,9,34,-7,6,-2
141,MB,2020/05/29 03:59:59+00,294,2,7,0,0,-1,0,0
142,NB,2020/05/29 03:59:59+00,128,7,0,0,2,2,2,2
143,NL,2020/05/29 03:59:59+00,261,1,3,0,1,-2,,
144,NS,2020/05/29 03:59:59+00,1055,7,59,1,8,0,3,-1
145,NT,2020/05/29 03:59:59+00,5,0,0,0,,,,
146,NU,2020/05/29 03:59:59+00,0,0,0,0,,,,
147,ON,2020/05/29 03:59:59+00,27210,2582,2230,209,826,-135,129,-24
148,PE,2020/05/29 03:59:59+00,27,0,0,0,0,0,0,0
149,QC,2020/05/29 03:59:59+00,50232,4091,4363,498,1265,-214,172,1
150,SK,2020/05/29 03:59:59+00,641,14,10,3,4,-1,2,-1
151,ON,2020/02/21 05:00:00+00,3,0,0,0,,,,
152,PE,2020/02/21 05:00:00+00,0,0,0,0,,,,
153,QC,2020/02/21 05:00:00+00,0,0,0,0,,,,
154,SK,2020/02/21 05:00:00+00,0,0,0,0,,,,
155,YT,2020/02/21 05:00:00+00,0,0,0,0,,,,
156,CA,2020/02/21 05:00:00+00,9,1,0,0,,,,
157,AB,2020/02/28 05:00:00+00,0,0,0,0,,,,
158,BC,2020/02/28 05:00:00+00,7,1,0,0,,,,
159,MB,2020/02/28 05:00:00+00,0,0,0,0,,,,
160,NB,2020/02/28 05:00:00+00,0,0,0,0,,,,
161,QC,2020/04/10 03:59:59+00,11677,5576,241,180,733,733,186,186
162,NL,2020/02/28 05:00:00+00,0,0,0,0,,,,
163,NS,2020/02/28 05:00:00+00,0,0,0,0,,,,
164,NT,2020/02/28 05:00:00+00,0,0,0,0,,,,
165,SK,2020/04/10 03:59:59+00,285,65,3,0,8,8,2,2
166,NU,2020/02/28 05:00:00+00,0,0,0,0,,,,
167,YT,2020/04/10 03:59:59+00,8,2,0,0,,,,
168,ON,2020/02/28 05:00:00+00,8,5,0,0,,,,
169,CA,2020/04/10 03:59:59+00,22148,9599,569,382,1862,1862,777,777
170,PE,2020/02/28 05:00:00+00,0,0,0,0,,,,
171,AB,2020/04/17 03:59:59+00,2397,897,50,11,60,-41,13,-20
172,QC,2020/02/28 05:00:00+00,1,1,0,0,,,,
173,BC,2020/04/17 03:59:59+00,1618,208,78,23,119,-198,52,-15
174,SK,2020/02/28 05:00:00+00,0,0,0,0,,,,
175,MB,2020/04/17 03:59:59+00,250,20,5,1,8,-2,4,-1
176,YT,2020/02/28 05:00:00+00,0,0,0,0,,,,
177,NB,2020/04/17 03:59:59+00,117,5,0,0,5,0,3,0
178,CA,2020/02/28 05:00:00+00,16,7,0,0,,,,
179,NL,2020/04/17 03:59:59+00,256,17,3,0,7,0,,
180,AB,2020/03/06 05:00:00+00,2,2,0,0,,,,
181,NS,2020/04/17 03:59:59+00,606,199,4,2,11,3,5,1
182,BC,2020/03/06 05:00:00+00,21,14,0,0,,,,
183,NT,2020/04/17 03:59:59+00,5,0,0,0,,,,
184,MB,2020/03/06 05:00:00+00,0,0,0,0,,,,
185,NU,2020/04/17 03:59:59+00,0,0,0,0,,,,
186,NB,2020/03/06 05:00:00+00,0,0,0,0,,,,
187,ON,2020/04/17 03:59:59+00,9525,3288,478,256,829,156,245,-232
188,NL,2020/03/06 05:00:00+00,0,0,0,0,,,,
189,PE,2020/04/17 03:59:59+00,26,1,0,0,0,0,0,0
190,NS,2020/03/06 05:00:00+00,0,0,0,0,,,,
191,QC,2020/04/17 03:59:59+00,16798,5121,688,447,1076,343,207,21
192,NT,2020/03/06 05:00:00+00,0,0,0,0,,,,
193,SK,2020/04/17 03:59:59+00,307,22,4,1,5,-3,1,-1
194,NU,2020/03/06 05:00:00+00,0,0,0,0,,,,
195,YT,2020/04/17 03:59:59+00,9,1,0,0,,,,
196,ON,2020/03/06 05:00:00+00,28,20,0,0,,,,
197,CA,2020/04/17 03:59:59+00,31927,9779,1310,741,2120,258,533,-244
198,PE,2020/03/06 05:00:00+00,0,0,0,0,,,,
199,AB,2020/04/24 03:59:59+00,4017,1620,72,22,76,16,18,5
200,QC,2020/03/06 05:00:00+00,3,2,0,0,,,,
201,BC,2020/04/24 03:59:59+00,1853,235,98,20,96,-23,41,-11
202,SK,2020/03/06 05:00:00+00,0,0,0,0,,,,
203,MB,2020/04/24 03:59:59+00,263,13,6,1,7,-1,3,-1
204,YT,2020/03/06 05:00:00+00,0,0,0,0,,,,
205,NB,2020/04/24 03:59:59+00,118,1,0,0,4,-1,1,-2
206,CA,2020/03/06 05:00:00+00,54,38,0,0,,,,
207,NL,2020/04/24 03:59:59+00,256,0,3,0,5,-2,,
208,AB,2020/03/13 03:59:59+00,29,27,0,0,,,,
209,NS,2020/04/24 03:59:59+00,850,244,16,12,11,0,3,-2
210,BC,2020/03/13 03:59:59+00,64,43,1,1,,,,
211,NT,2020/04/24 03:59:59+00,5,0,0,0,,,,
212,MB,2020/03/13 03:59:59+00,4,4,0,0,,,,
213,NU,2020/04/24 03:59:59+00,0,0,0,0,,,,
214,NB,2020/03/13 03:59:59+00,1,1,0,0,,,,
215,ON,2020/04/24 03:59:59+00,13519,3994,763,285,910,81,243,-2
216,PE,2020/04/24 03:59:59+00,26,0,0,0,0,0,0,0
217,QC,2020/04/24 03:59:59+00,22616,5818,1340,652,1460,384,227,20
218,SK,2020/04/24 03:59:59+00,341,34,4,0,5,0,2,1
219,YT,2020/04/24 03:59:59+00,11,2,0,0,,,,
220,CA,2020/04/24 03:59:59+00,43888,11961,2302,992,2574,454,540,7
221,AB,2020/05/01 03:59:59+00,5573,1548,92,20,86,10,22,4
222,BC,2020/05/01 03:59:59+00,2145,292,112,14,79,-17,24,-17
223,MB,2020/05/01 03:59:59+00,279,16,6,0,5,-2,0,-3
224,NB,2020/05/01 03:59:59+00,118,0,0,0,0,-4,0,-1
225,NL,2020/05/01 03:59:59+00,259,3,3,0,4,-1,,
226,NS,2020/05/01 03:59:59+00,959,109,29,13,10,-1,3,0
227,NT,2020/05/01 03:59:59+00,5,0,0,0,,,,
228,NU,2020/05/01 03:59:59+00,1,1,0,0,,,,
229,ON,2020/05/01 03:59:59+00,16608,3089,1121,358,1017,107,225,-18
230,PE,2020/05/01 03:59:59+00,27,1,0,0,0,0,0,0
231,QC,2020/05/01 03:59:59+00,28648,6032,2022,682,1716,256,218,-9
232,SK,2020/05/01 03:59:59+00,415,74,6,2,7,2,3,1
233,YT,2020/05/01 03:59:59+00,11,0,0,0,,,,
234,CA,2020/05/01 03:59:59+00,55061,11165,3391,1089,2924,350,496,-44
235,AB,2020/05/08 03:59:59+00,6098,525,115,23,80,-6,17,-5
236,BC,2020/05/08 03:59:59+00,2315,170,127,15,73,-6,20,-4
237,MB,2020/05/08 03:59:59+00,284,5,7,1,5,0,0,0
238,NB,2020/05/08 03:59:59+00,120,2,0,0,0,0,0,0
239,YT,2020/05/29 03:59:59+00,11,0,0,0,,,,
240,NL,2020/03/13 03:59:59+00,0,0,0,0,,,,
241,CA,2020/05/29 03:59:59+00,89418,6938,6979,729,2195,-357,319,-27
242,NS,2020/03/13 03:59:59+00,0,0,0,0,,,,
243,AB,2020/06/05 03:59:59+00,7098,119,146,3,44,-11,6,2
244,NT,2020/03/13 03:59:59+00,0,0,0,0,,,,
245,BC,2020/06/05 03:59:59+00,2632,70,167,3,21,-13,5,-1
246,NU,2020/03/13 03:59:59+00,0,0,0,0,,,,
247,MB,2020/06/05 03:59:59+00,300,6,7,0,0,0,0,0
248,ON,2020/03/13 03:59:59+00,79,51,1,1,,,,
249,NB,2020/06/05 03:59:59+00,136,8,1,1,4,2,1,-1
250,PE,2020/03/13 03:59:59+00,0,0,0,0,,,,
251,NL,2020/06/05 03:59:59+00,261,0,3,0,1,0,,
252,QC,2020/03/13 03:59:59+00,17,14,0,0,,,,
253,NS,2020/06/05 03:59:59+00,1058,3,61,2,3,-5,2,-1
254,SK,2020/03/13 03:59:59+00,2,2,0,0,,,,
255,NT,2020/06/05 03:59:59+00,5,0,0,0,,,,
256,YT,2020/03/13 03:59:59+00,0,0,0,0,,,,
257,NU,2020/06/05 03:59:59+00,0,0,0,0,,,,
258,CA,2020/03/13 03:59:59+00,198,144,2,2,,,,
259,ON,2020/06/05 03:59:59+00,29747,2537,2372,142,749,-77,118,-11
260,AB,2020/03/20 03:59:59+00,195,166,1,1,,,,
261,PE,2020/06/05 03:59:59+00,27,0,0,0,0,0,0,0
262,BC,2020/03/20 03:59:59+00,348,284,9,8,,,,
263,QC,2020/06/05 03:59:59+00,52398,2166,4935,572,1030,-235,131,-41
264,SK,2020/06/05 03:59:59+00,649,8,11,1,1,-3,1,-1
265,YT,2020/06/05 03:59:59+00,11,0,0,0,,,,
266,CA,2020/06/05 03:59:59+00,94335,4917,7703,724,1853,-342,264,-55
267,AB,2020/06/12 03:59:59+00,7346,248,149,3,53,9,6,0
268,BC,2020/06/12 03:59:59+00,2709,77,168,1,12,-9,3,-2
269,MB,2020/06/12 03:59:59+00,301,1,7,0,0,0,0,0
270,NB,2020/06/12 03:59:59+00,154,18,1,0,5,1,1,0
271,NL,2020/06/12 03:59:59+00,261,0,3,0,1,0,,
272,NS,2020/06/12 03:59:59+00,1061,3,62,1,2,-1,1,-1
273,MB,2020/03/20 03:59:59+00,17,13,0,0,,,,
274,NT,2020/06/12 03:59:59+00,5,0,0,0,,,,
275,NB,2020/03/20 03:59:59+00,11,10,0,0,,,,
276,NU,2020/06/12 03:59:59+00,0,0,0,0,,,,
277,NL,2020/03/20 03:59:59+00,4,4,0,0,,,,
278,ON,2020/06/12 03:59:59+00,31726,1979,2498,126,527,-222,114,-4
279,NS,2020/03/20 03:59:59+00,15,15,0,0,,,,
280,PE,2020/06/12 03:59:59+00,27,0,0,0,0,0,0,0
281,NT,2020/03/20 03:59:59+00,0,0,0,0,,,,
282,QC,2020/06/12 03:59:59+00,53666,1268,5148,213,840,-190,107,-24
283,NU,2020/03/20 03:59:59+00,0,0,0,0,,,,
284,SK,2020/06/12 03:59:59+00,663,14,13,2,1,0,1,0
285,ON,2020/03/20 03:59:59+00,318,239,2,1,,,,
286,YT,2020/06/12 03:59:59+00,11,0,0,0,,,,
287,PE,2020/03/20 03:59:59+00,2,2,0,0,,,,
288,CA,2020/06/12 03:59:59+00,97943,3608,8049,346,1441,-412,233,-31
289,QC,2020/03/20 03:59:59+00,139,122,1,1,,,,
290,AB,2020/06/19 03:59:59+00,7625,279,152,3,39,-14,6,0
291,SK,2020/03/20 03:59:59+00,26,24,0,0,,,,
292,BC,2020/06/19 03:59:59+00,2790,81,168,0,11,-1,6,3
293,YT,2020/03/20 03:59:59+00,0,0,0,0,,,,
294,MB,2020/06/19 03:59:59+00,309,8,7,0,0,0,0,0
295,CA,2020/03/20 03:59:59+00,1087,889,13,11,,,,
296,NB,2020/06/19 03:59:59+00,164,10,2,1,2,-3,1,0
297,AB,2020/03/27 03:59:59+00,542,347,2,1,,,,
298,NL,2020/06/19 03:59:59+00,261,0,3,0,0,-1,,
299,BC,2020/03/27 03:59:59+00,792,444,16,7,,,,
300,NS,2020/06/19 03:59:59+00,1061,0,62,0,2,0,1,0
301,MB,2020/03/27 03:59:59+00,39,22,1,1,,,,
302,NT,2020/06/19 03:59:59+00,5,0,0,0,,,,
303,NB,2020/03/27 03:59:59+00,45,34,0,0,,,,
304,NU,2020/06/19 03:59:59+00,0,0,0,0,,,,
305,NL,2020/03/27 03:59:59+00,102,98,0,0,,,,
306,ON,2020/06/19 03:59:59+00,33095,1369,2564,66,331,-196,82,-32
307,NS,2020/03/27 03:59:59+00,90,75,0,0,,,,
308,PE,2020/06/19 03:59:59+00,27,0,0,0,0,0,0,0
309,NT,2020/03/27 03:59:59+00,1,1,0,0,,,,
310,QC,2020/06/19 03:59:59+00,54550,884,5375,227,574,-266,62,-45
311,NU,2020/03/27 03:59:59+00,0,0,0,0,,,,
312,SK,2020/06/19 03:59:59+00,716,53,13,0,4,3,1,0
313,ON,2020/03/27 03:59:59+00,993,675,18,16,,,,
314,YT,2020/06/19 03:59:59+00,11,0,0,0,,,,
315,PE,2020/03/27 03:59:59+00,11,9,0,0,,,,
316,CA,2020/06/19 03:59:59+00,100627,2684,8346,297,963,-478,159,-74
317,QC,2020/03/27 03:59:59+00,2021,1882,18,17,,,,
318,AB,2020/06/26 03:59:59+00,7888,263,154,2,37,-2,8,2
319,SK,2020/03/27 03:59:59+00,104,78,0,0,,,,
320,BC,2020/06/26 03:59:59+00,2878,88,174,6,17,6,5,-1
321,YT,2020/03/27 03:59:59+00,4,4,0,0,,,,
322,CA,2020/03/27 03:59:59+00,4757,3670,55,42,,,,
323,AB,2020/04/03 03:59:59+00,1075,533,18,16,,,,
324,BC,2020/04/03 03:59:59+00,1174,382,35,19,,,,
325,MB,2020/04/03 03:59:59+00,182,143,2,1,,,,
326,NB,2020/04/03 03:59:59+00,95,50,0,0,,,,
327,NL,2020/04/03 03:59:59+00,195,93,1,1,,,,
328,NS,2020/04/03 03:59:59+00,207,117,0,0,,,,
329,NT,2020/04/03 03:59:59+00,4,3,0,0,,,,
330,NU,2020/04/03 03:59:59+00,0,0,0,0,,,,
331,ON,2020/04/03 03:59:59+00,3255,2262,67,49,,,,
332,PE,2020/04/03 03:59:59+00,22,11,0,0,,,,
333,QC,2020/04/03 03:59:59+00,6101,4080,61,43,,,,
334,SK,2020/04/03 03:59:59+00,220,116,3,3,,,,
335,YT,2020/04/03 03:59:59+00,6,2,0,0,,,,
336,CA,2020/04/03 03:59:59+00,12549,7792,187,132,,,,
337,AB,2020/04/10 03:59:59+00,1500,425,39,21,101,101,33,33
338,BC,2020/04/10 03:59:59+00,1410,236,55,20,317,317,67,67
339,MB,2020/04/10 03:59:59+00,230,48,4,2,10,10,5,5
340,NB,2020/04/10 03:59:59+00,112,17,0,0,5,5,3,3
341,NL,2020/04/10 03:59:59+00,239,44,3,2,7,7,,
342,NS,2020/04/10 03:59:59+00,407,200,2,2,8,8,4,4
343,NT,2020/04/10 03:59:59+00,5,1,0,0,,,,
344,NU,2020/04/10 03:59:59+00,0,0,0,0,,,,
345,ON,2020/04/10 03:59:59+00,6237,2982,222,155,673,673,477,477
346,PE,2020/04/10 03:59:59+00,25,3,0,0,0,0,0,0
347,AB,2020/07/24 03:59:59+00,10086,867,181,14,83,15,18,5
348,MB,2020/06/26 03:59:59+00,318,9,7,0,0,0,0,0
349,BC,2020/07/24 03:59:59+00,3419,221,191,2,12,-6,3,1
350,NB,2020/06/26 03:59:59+00,165,1,2,0,2,0,1,0
351,MB,2020/07/24 03:59:59+00,384,48,7,0,2,2,2,2
352,NL,2020/06/26 03:59:59+00,261,0,3,0,0,0,,
353,NB,2020/07/24 03:59:59+00,170,2,2,0,0,0,0,0
354,NS,2020/06/26 03:59:59+00,1061,0,63,1,2,0,0,-1
355,NL,2020/07/24 03:59:59+00,265,3,3,0,0,0,,
356,NS,2020/07/24 03:59:59+00,1067,0,63,0,0,0,0,0
357,NT,2020/07/24 03:59:59+00,5,0,0,0,,,,
358,NU,2020/07/24 03:59:59+00,0,0,0,0,,,,
359,ON,2020/07/24 03:59:59+00,38405,1131,2758,12,141,33,31,1
360,PE,2020/07/24 03:59:59+00,36,0,0,0,0,0,0,0
361,QC,2020/07/24 03:59:59+00,58243,1101,5663,16,220,-40,12,-4
362,SK,2020/07/24 03:59:59+00,1099,163,16,1,14,2,4,3
363,YT,2020/07/24 03:59:59+00,14,1,0,0,,,,
364,CA,2020/07/24 03:59:59+00,113206,3537,8884,45,472,6,70,8
365,AB,2020/07/31 03:59:59+00,10843,757,196,15,86,3,17,-1
366,BC,2020/07/31 03:59:59+00,3641,222,195,4,5,-7,2,-1
367,MB,2020/07/31 03:59:59+00,415,31,8,1,6,4,5,3
368,NB,2020/07/31 03:59:59+00,170,0,2,0,0,0,0,0
369,NL,2020/07/31 03:59:59+00,266,1,3,0,0,0,,
370,NS,2020/07/31 03:59:59+00,1069,2,64,1,0,0,0,0
371,NT,2020/07/31 03:59:59+00,5,0,0,0,,,,
372,NU,2020/07/31 03:59:59+00,0,0,0,0,,,,
373,ON,2020/07/31 03:59:59+00,39209,804,2775,17,78,-63,29,-2
374,PE,2020/07/31 03:59:59+00,36,0,0,0,0,0,0,0
375,QC,2020/07/31 03:59:59+00,59132,889,5674,11,189,-31,15,3
376,SK,2020/07/31 03:59:59+00,1319,220,18,2,15,1,6,2
377,YT,2020/07/31 03:59:59+00,14,0,0,0,,,,
378,CA,2020/07/31 03:59:59+00,116132,2926,8935,51,379,-93,74,4
379,AB,2020/08/07 03:59:59+00,11430,587,208,12,68,-18,18,1
380,BC,2020/08/07 03:59:59+00,3934,293,195,0,11,6,4,2
381,MB,2020/08/07 03:59:59+00,491,76,8,0,9,3,3,-2
382,NB,2020/08/07 03:59:59+00,176,6,2,0,0,0,0,0
383,NL,2020/08/07 03:59:59+00,267,1,3,0,0,0,,
384,NS,2020/08/07 03:59:59+00,1071,2,64,0,0,0,0,0
385,NT,2020/08/07 03:59:59+00,5,0,0,0,,,,
386,NU,2020/08/07 03:59:59+00,0,0,0,0,,,,
387,ON,2020/08/07 03:59:59+00,39897,688,2783,8,66,-12,28,-1
388,PE,2020/08/07 03:59:59+00,36,0,0,0,0,0,0,0
389,QC,2020/08/07 03:59:59+00,60241,1109,5687,13,152,-37,19,4
390,SK,2020/08/07 03:59:59+00,1409,90,20,2,13,-2,4,-2
391,YT,2020/08/07 03:59:59+00,15,1,0,0,,,,
392,CA,2020/08/07 03:59:59+00,118985,2853,8970,35,319,-60,76,2
393,AB,2020/08/14 03:59:59+00,12053,623,221,13,48,-20,13,-5
394,BC,2020/08/14 03:59:59+00,4358,424,196,1,12,1,4,0
395,MB,2020/08/14 03:59:59+00,643,152,8,0,9,0,3,0
396,NB,2020/08/14 03:59:59+00,180,4,2,0,0,0,0,0
397,NL,2020/08/14 03:59:59+00,268,1,3,0,0,0,,
